service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"MF2-65-L01-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-65-L02-aus","0","0","1","1","0","0","0","20260122","20260426"
"MF2-65-L03-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF2-65-L04-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF2-65-L05-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-65-L06-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-65-L07-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-65-L11-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-65-L12-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-65-L13-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-65-L14-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-65-L15-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF2-65-L20-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-65-L21-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-65-L22-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-65-L30-aus","0","0","1","1","0","0","0","20260122","20260426"
"MF2-65-L40-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-65-L41-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-65-L42-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-65-L43-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-65-L44-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-65-L45-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-66-L01-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF2-66-L02-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF2-66-L03-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-66-L04-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-66-L05-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF2-66-L06-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF2-66-L07-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF2-66-L11-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-66-L12-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-66-L13-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF2-66-L14-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF2-66-L15-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF2-66-L20-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-66-L21-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF2-66-L22-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF2-66-L30-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF2-66-L40-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-66-L41-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-66-L42-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-66-L43-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-66-L44-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-66-L45-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-68-G30-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF2-68-G31-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF2-68-G32-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF2-68-G40-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF2-68-G41-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF2-68-G42-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF2-68-G45-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF2-68-G52-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF2-68-G53-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF2-68-G54-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF2-68-G55-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF2-68-G56-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF2-68-G60-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF2-68-G61-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF27-37-503-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF27-37-504-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF27-37-505-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF27-37-506-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF27-37-508-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF27-37-509-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF27-37-546-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF27-37-552-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF27-37-553-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF27-37-558-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF27-37-567-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF27-37-609-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF2-78-SY1-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-78-SY2-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF2-78-SY3-aus","0","0","1","1","0","0","0","20260122","20260426"
"MF2-78-SY4-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF2-78-SY5-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF2-79-KM1-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF2-80-W12-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF2-80-WN1-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF2-80-WN2-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF2-80-WN3-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF28-17-200-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-17-202-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-17-234-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-17-235-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-17-236-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-17-237-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-17-270-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-17-279-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-17-284-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-17-285-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-17-293-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-17-302-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-17-304-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-17-305-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-17-309-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-17-350-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-17-906-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-17-908-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-37-503-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-37-504-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-37-505-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-37-506-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-37-508-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-37-509-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-37-546-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-37-552-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-37-553-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-37-558-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-37-567-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF28-37-609-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF29-14-200-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-270-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-271-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-273-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-279-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-280-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-281-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-282-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-284-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-285-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-293-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-295-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-302-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-303-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-304-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-305-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-309-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-318-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-364-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-370-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-668-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-669-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF29-14-906-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF30-14-200-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-207-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF30-14-270-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-271-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-273-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-279-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-280-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-281-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-282-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-284-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-285-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-293-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-295-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-302-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-303-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-304-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-305-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-309-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-318-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-364-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-370-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-668-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-669-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-903-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF30-14-905-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF30-14-906-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF30-14-907-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF30-14-908-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF30-17-207-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF30-17-246-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF30-17-250-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF30-17-251-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF30-17-903-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF30-17-905-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF30-17-907-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF30-33-200-aus","1","0","0","0","0","0","0","20260122","20260426"
"MF30-33-207-aus","1","0","0","0","0","0","0","20260122","20260426"
"MF30-33-250-aus","1","0","0","0","0","0","0","20260122","20260426"
"MF30-33-251-aus","1","0","0","0","0","0","0","20260122","20260426"
"MF30-33-350-aus","1","0","0","0","0","0","0","20260122","20260426"
"MF31-14-200-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-207-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF31-14-270-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-271-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-273-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-279-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-280-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-281-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-282-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-284-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-285-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-293-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-295-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-302-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-303-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-304-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-305-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-309-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-318-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-364-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-370-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-668-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-669-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-903-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF31-14-905-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF31-14-906-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF31-14-907-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF31-14-908-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF31-33-200-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF31-33-207-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF31-33-250-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF31-33-251-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF31-33-350-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF3-18-901-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF3-18-902-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF3-18-903-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF3-21-201-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF32-14-200-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-207-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF32-14-270-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-271-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-273-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-279-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-280-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-281-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-282-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-284-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-285-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-293-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-295-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-302-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-303-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-304-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-305-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-309-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-318-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-364-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-370-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-668-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-669-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-903-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF32-14-905-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF32-14-906-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-14-907-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF32-14-908-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF32-17-200-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-17-202-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-17-234-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-17-235-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-17-236-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-17-237-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-17-270-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-17-279-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-17-284-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-17-285-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-17-293-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-17-302-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-17-304-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-17-305-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-17-309-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-17-350-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF3-21-740-aus","0","0","0","1","1","0","0","20260122","20260426"
"MF32-17-906-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF32-17-908-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF3-21-967-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF3-22-688-aus","0","0","0","1","1","0","0","20260122","20260426"
"MF3-22-695-F-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF3-22-699-aus","0","0","0","1","1","0","0","20260122","20260426"
"MF32-32-600-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF32-32-603-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF32-32-604-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF32-32-922-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF32-32-923-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF32-33-200-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF32-33-207-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF32-33-250-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF32-33-251-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF32-33-350-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF3-23-951-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF3-23-953-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF3-23-959-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF3-26-627-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-631-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-705-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-708-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-709-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-800-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-802-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-804-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-811-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-812-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-813-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-816-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-822-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-823-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-824-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-825-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-828-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-843-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-844-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-845-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-848-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-850-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-858-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-861-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-862-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF3-26-863-aus","1","1","1","1","1","0","0","20260122","20260426"
"MF33-14-200-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-207-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF33-14-270-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-271-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-273-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-279-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-280-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-281-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-282-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-284-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-285-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-293-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-295-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-302-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-303-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-304-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-305-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-309-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-318-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-364-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-370-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-668-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-669-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-903-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF33-14-905-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF33-14-906-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF33-14-907-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF33-14-908-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF33-17-200-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-17-202-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-17-234-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-17-235-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-17-236-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-17-237-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-17-270-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-17-279-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-17-284-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-17-285-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-17-293-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-17-302-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-17-304-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-17-305-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-17-309-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-17-350-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-17-906-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-17-908-aus","0","1","0","0","0","0","0","20260122","20260426"
"MF33-32-600-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF33-32-603-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF33-32-604-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF33-32-922-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF33-32-923-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF33-33-200-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF33-33-207-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF33-33-250-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF33-33-251-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF33-33-350-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF3-36-943-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF3-38-418-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF3-38-419-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF3-38-421-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF3-38-425-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF3-38-460-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF3-38-461-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF3-38-462-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF3-38-463-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF3-38-465-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF3-38-468-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF3-38-469-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF3-38-476-aus","1","1","1","1","0","0","0","20260122","20260426"
"MF34-14-207-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF34-14-903-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF34-14-905-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF34-14-907-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF34-14-908-aus","0","0","0","0","1","0","0","20260122","20260426"
"MF34-17-200-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF34-17-202-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF34-17-207-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF34-17-234-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF34-17-235-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF34-17-236-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF34-17-237-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF34-17-246-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF34-17-250-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF34-17-251-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF34-17-270-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF34-17-279-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF34-17-284-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF34-17-285-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF34-17-293-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF34-17-302-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF34-17-304-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF34-17-305-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF34-17-309-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF34-17-350-aus","0","0","1","0","0","0","0","20260122","20260426"
"MF34-17-903-aus","0","0","0","1","0","0","0","20260122","20260426"
"MF34-17-905-aus","0","0","0","1","0","0","0","20260122","20260426"
